"00TKCA60M5C","TKC_A60_M5C"
"1VMDRFID_P","RFID 壓克力(70x40x t2)"
"2BOVIO32C","VIO32C"
"2BOVIO48H","VIO48H"
"2BP_A62_CPUD","A62 CPUD"
"2BP_A62_CPUD_O","A62 CPU 8P"
"2BP_A62_CPUD_O_PFV",""
"2BP_A62_CPUE","A62M8"
"2BP_A62_CPUE_HH","A62 CPUE  38V 改 24V"
"2BP_A62_CPUEV","壓力流量為0-10V"
"2BP_A80_CPU","A80M5"
"2BP_A80_CPU_Z0","A80M5 P1,F1,P2電流源,F2電壓源"
"2BP_A80_CPUA","A80 CPU"
"2BP_A80_CPUA_V4","A80M7 P1,F1電壓源,P2電流源"
"2BP_A80_CPUA_Z0","A80M7 P1,F1,P2電流源,F2電壓源"
"2BP_A8E_CPUA","A8E CPUA"
"2BP_ACP3O4_04","門禁卡"
"2BP_AHBOP","AHBOP"
"2BP_AHENCISO","停用 18/9/14 AHENCISO"
"2BP_AHENCISO_1","AHENCISO_1"
"2BP_AHENCISOM1","AHENCISO_1"
"2BP_AHMC35RV","停用 18/9/14 AHMC35RV"
"2BP_AHMC35RV_1","AHMC35RV_1"
"2BP_AHMC35RV_TB","AHMC35RV_TB"
"2BP_AHMC35RV_TBM1","AHMC35RV_TBm1"
"2BP_AK618_N_V3","不用AK618 P1V,F1V+INET"
"2BP_AK618H","AK618"
"2BP_AK618H_N_V3","AK618 P1V,F1V+INET"
"2BP_AK618M7","AK618M7"
"2BP_AK618M7_N_V3","AK618M7 P1V,F1V+INET"
"2BP_AK628H","AK628 HI.SP.TP"
"2BP_AK628H_A","停用 18/11/14 切換成2BP_AK628M7"
"2BP_AK628M7","SYSTEM AK628M7"
"2BP_AK668_CPU","AK668  CPU"
"2BP_AK668_CPUA","SYSTEM AK668CPUA"
"2BP_AK668E_CPU","AK668E"
"2BP_AK668H_CPU","AK668M3"
"2BP_AK668H_CPU_X5","AK668H_CPU_X5"
"2BP_AK668M5_1","AK668M5_1單板"
"2BP_AK668N_CPU","AK668M1_2 CPU"
"2BP_AK668NE_CPU","AK668M1_2 CPU"
"2BP_AMC35ABE_TBA_07","AMC35ABE_TB  07KW"
"2BP_AMC35ABE_TBA_11","AMC35ABE_TB  11KW"
"2BP_AMC35ABS_TBA_15","AMC35ABS_TB   15KW"
"2BP_AMC35ND_TBA_11","AMC35ND_TB   11KW"
"2BP_AMC35ND_TBA_15","AMC35ND_TB   15KW"
"2BP_AMC35ND_TBA_37","AMC35ND_TB 37KW"
"2BP_AMC35ND_TBA_55","AMC35ND_TBA  45/55KW"
"2BP_AMC35ND_TBA_90","AMC35ND_TB 90KW"
"2BP_AMC35RV","AMC35RV"
"2BP_AMC35RV_TBM2A_15","15/23/30KW CAN + resolver"
"2BP_AMC35RV_TBM2A_37","37/75KW CAN + resolver"
"2BP_AMC35RV_TBM3_07"," 7.5/17KW CAN + resolver"
"2BP_AMC35RV_TBM3_07H","AMC35RV_TBm3 7.5KW"
"2BP_AMC35RV_TBM3A_07","7.5/17KW CAN + resolver"
"2BP_AMC35RV_TBM3A_11","11KW  CAN + resolver"
"2BP_AMC35RV_TBM3A_15","AMC35RV_TBM3  15/23/30KW CAN + resolver"
"2BP_AMC35RV_TBM3A_37","37/75KW CAN + resolver"
"2BP_AMC35RVM1_I300","AMC35RVm1"
"2BP_AMC35RVM1_P60","AMC35RVm1"
"2BP_AMC35RVM1_P63","AMC35RVm1"
"2BP_AMC35RVM1_P70","AMC35RVm1"
"2BP_AMC35RVM1_P75","AMC35RVm1"
"2BP_AMC35RVM1_P80","AMC35RVm1"
"2BP_AMC35RVM1_P90","AMC35RVm1"
"2BP_AMC35RVM2_I300","AMC35RVM2"
"2BP_AMC35SC_TBA_07","AMC35SC_TB   7.5KW"
"2BP_AMC35SC_TBA_11","AMC35SC_TBA_11 11KW SIN COS+ T-BUS"
"2BP_AMC35SC_TBA_15","AMC35SC_TB   15KW"
"2BP_AMC35SK_TBM1A_07","7/18.5KW SICK T-BUS"
"2BP_AMC35SK_TBM1A_15","15/23/30KW SICK T-BUS"
"2BP_AMC35SK_TBM1A_37","37/75KW SICK T-BUS"
"2BP_AMC35SK_TBM1A_55","45/55/60KW SICK T-BUS"
"2BP_AMC35SK_TBM2_07","7/18.5KW SICK T-BUS"
"2BP_AMC35SK_TBM2A_15","15/23/30KW SICK T-BUS"
"2BP_AMC35SK_TBM2A_37","AMC35SK_TBM2 37/75KW SICK T-BUS"
"2BP_AMC35SK_TBM2A_55","45/55/60KW SICK T-BUS"
"2BP_AMC35SK_TBM2A_90","AMC35SK_TBM2 75H SICK T-BUS"
"2BP_AMC35SKN_TBA_15","AMC35SKN_TB  15KW"
"2BP_AMCDSP","AMCSDSPM1"
"2BP_AMCK35ABE","AMCK35ABE"
"2BP_AMCK35ABE_TB","AMCK35ABE_TB"
"2BP_AMCK35ABS_TB_1","AMCK35ABS_TB"
"2BP_AMCK35ABS_TBM1","AMCK35ABS_TBM1"
"2BP_AMCK35DSPM1","AMCK35DSPM1"
"2BP_AMCK35M1EV","AMCK35M1EV  1KW  Ethercat+16bit Encoder"
"2BP_AMCK35M1RV","AMCK35M1 RESOLVER"
"2BP_AMCK35SK","AMCK35SCm1 1KW SICK"
"2BP_AMCK35SK_TBM1","AMCK35SC_TBM1 1KW SICK T-BUS"
"2BP_AMCK35SKN_TBM1","SICK+TB"
"2BP_AMCK37ND_TBM1","AMCK37ND_TBM1"
"2BP_AMCK37SC_TBM1","AMCK37SC_TBM1"
"2BP_AMCM37_TB","AMCM37_TB"
"2BP_AMCM37_TB_1_TEST","AMCM37_TB_1_TEST"
"2BP_AMCMGDSP","AMCMGDSP"
"2BP_AMCS35SKM6_P30","AMCS35SKM6_P30"
"2BP_AMCSDSP","AMCSDSP"
"2BP_BXIO_06","I/O板"
"2BP_CAPP15K","CAPP15K"
"2BP_CAPP15KH","CAPP15KH(耐壓480V)"
"2BP_CAPP30KM1","CAPP30KM1"
"2BP_CAPP30KM1_K7","CAPP30KM1_K7"
"2BP_CAPP30KM1H","CAPP30KM1H(耐壓480V)"
"2BP_CAPP30KM1H_K7","CAPP30KM1_K7(耐壓480V)"
"2BP_CAPP37K","CAPP37K"
"2BP_CAPP37K_H","CAPP37K(耐壓480V)"
"2BP_CAPP37K_Q","CAPP37K"
"2BP_CAPP37KH","CAPP37KH"
"2BP_CAPP45K","CAPP45K"
"2BP_CAPP45K_Q","CAPP55K"
"2BP_CAPP45KH","CAPP45KH"
"2BP_CAPP45Q","CAPP45Q"
"2BP_CAPP55K","CAPP55K"
"2BP_CAPP55KH","CAPP55K"
"2BP_CAPP75K","CAPP75K 75KW"
"2BP_CAPP75K_Q","CAPP75K"
"2BP_CAPP75KH","CAPP75K 75KW(耐壓480V)"
"2BP_CAPP7K5","CAPP7K5M1 7.5KW"
"2BP_CAPP7K5_H","CAPP7K5M1H"
"2BP_CAPP7K5H","CAPP7K5M1"
"2BP_CNC2347KM2","動作按鍵板 DGCNC2347KM2"
"2BP_CNC2647FM1","視窗按鍵板 TMCNC2647FM1"
"2BP_CNC2647KM1","參數按鍵板 TMCNC2647KM1"
"2BP_CNCIO3232M1","CNCIO3232m1"
"2BP_DCH40NB","DCH40NB"
"2BP_DCS_AD03E","位置尺E板"
"2BP_DCS_AD03G","位置尺板"
"2BP_DCS_AD03H","AD03H"
"2BP_DCS_AD04E","DCSADEM2"
"2BP_DCS_AD04G","位置尺辦"
"2BP_DCS_AD04H","AD04H"
"2BP_DCS_AD05F","位置尺E板"
"2BP_DCS_BAAD04","BA80 AD板"
"2BP_DCS_ECD01","encoder板"
"2BP_DCS_KJAD03","位置尺E板"
"2BP_DCS_KJAD03G","DCSKJAD03"
"2BP_DCS_KJAD03H","DCS KJAD03H"
"2BP_DCS_UAD03E","UA60 AD 板"
"2BP_DGCNC3261P","DGCNC3261P"
"2BP_DGHT_DHD","海天代工 16W39寄電器板-連接板PR06"
"2BP_DGHT_DRV_4075R","海天代工DRV-4075R-01-2A"
"2BP_DGHT_DTU_1","DTU-1-1A"
"2BP_DGHT_DTU_2","DTU-2-1A"
"2BP_DGHT_DTU_5","海天代工 DTU_5_1A"
"2BP_DGHT_MCU_B","海天代工 16W51-MCU底板PL06"
"2BP_DGHT_MCU_T","海天代工 MCU板-邏輯芯片板"
"2BP_DGHT_PA03","海天代工 16W44-電源板"
"2BP_DGHT_SCR","海天代工 晶閘管"
"2BP_DGHT_WIRELESS","海天代工wireless"
"2BP_DGHY_450AV10","450R_IGBT 99*62*1.6"
"2BP_DGHY_600AV10","450R_IGBT 99*62*1.6"
"2BP_DGHY_75AV10","75R_IGBT 76*104*1.6"
"2BP_DGHY_DLJCV30","30KW-DLCGQ 169*45*1.6"
"2BP_DGHY_MCBV11","30kW主控板 CC30_MCBV11"
"2BP_DRV2IGBTM1","DRV2IGBTm1"
"2BP_DRVP15KM5","DRVP15KM5 11,15KW共用"
"2BP_DRVP1K_P1","0.4kw drive"
"2BP_DRVP1K_P2","DRVP1Km1 0.75KW"
"2BP_DRVP1K_P3","DRVP1Km1 1KW"
"2BP_DRVP1K_P5","DRVP1Km1 2KW"
"2BP_DRVP30KVN_I0","DRVP30KVNM2"
"2BP_DRVP30KVNM7","DRVP30KVNM7 23KW"
"2BP_DRVP30KVNM7_I0","DRVP30KVNM7 30KW"
"2BP_DRVP30KVNM7_K7","DRVP30KVNM7 17KW"
"2BP_DRVP4K_P1","1kw/380V drive"
"2BP_DRVP4K_P3","DRV4K"
"2BP_DRVP4K_P5","4kw/380V drive"
"2BP_DRVP4KLR_P3","DRVP4KLR_P3"
"2BP_DRVP4KLR_P5","DRVP4KRL 380V/4kw drive"
"2BP_DRVP4KM7","DRVP4KM7 4kw"
"2BP_DRVP55KM5","DRVP55KM5"
"2BP_DRVP55KM5_I7","DRVP55KM5"
"2BP_DRVP55KM5_Q","DRVP55KM5"
"2BP_DRVP75KM5","DRVP75KM5 75KW"
"2BP_DRVP75KM5_Q","DRVP55KM5"
"2BP_DRVP75KM6_Q","DRVP55Km6"
"2BP_DRVP7K5H","DRVP7K5HM1"
"2BP_DRVP7K5M2","DRVP7K5M2 7.5KW"
"2BP_DRVP7K5M3","DRVP7K5M3"
"2BP_DRVT200A_1_TEST","DRVT200A_1"
"2BP_DRVT600A_1_TEST","DRVT600A_1"
"2BP_DRVT75A_TEST","DRVT75A"
"2BP_EXDIO88","EXDIO88"
"2BP_EXDIO88R","EXDIO88R"
"2BP_FANEXT","FANEXT"
"2BP_FANEXT4","FANEXT4"
"2BP_FANEXT6","FANEXT6"
"2BP_FFC40","CHI 8"" TTL轉接板"
"2BP_HMCDN","HMCDN"
"2BP_HMCDN_BV1E","""HMCDN(I1~I4 LO I5~I8 HI)+ ENCORDER V1+±10V"""
"2BP_HMCUP","HMCUP"
"2BP_HMCUP_N","HMCUP"
"2BP_HMI3354M2","HMI3354M2 鋁殼用"
"2BP_HMI3354M2_1","HMI3354M2_1"
"2BP_HMI3354M2_P","HMI3354M2 塑殼用"
"2BP_HMI3354M2_Q8","HMI3354M2 Q8鋁殼用"
"2BP_HMI3354M2_Q8T","HMI3354M2  Q8T"
"2BP_HMI3354M3","HMI3354M3全規格單板、2 NET口、兩金屬USB口"
"2BP_HMI3354M3_P","HMI3354M3單板、2 NET口、單塑料USB口"
"2BP_HMI3354M3_Q8F","HMI3354M3單板、1 NET口、1塑料USB口、1金屬USB口"
"2BP_HTPAUSB","HTPAUSB"
"2BP_HUNTER_PGV14","HUNTER_PGV14"
"2BP_HY600_IOAV10","HY600_IOAV10"
"2BP_HY600_PGV14","PCB成品"
"2BP_HY600_PGV15","HY600_PGV15"
"2BP_HY600_PGV16","PG_V1.6"
"2BP_HY600L_37_DRV10","HY600L_37_DRV10"
"2BP_HY600L_45_DRV10","HY600L_45_DRV10"
"2BP_HY600L_55_DRV10","HY600L_55_DRV10"
"2BP_HY600L_75_DRV10","HY600L_75_DRV10"
"2BP_HY600L_90_DRV10","HY600L_90_DRV10"
"2BP_HY680_11_DRV10","3PCB_HY680_7_22_DRV10-11KW"
"2BP_HY680_11_ZQV10","3PCB_HY680_15_ZQV10-11KW"
"2BP_HY680_15_DRV10","3PCB_HY680_7_22_DRV10-15KW"
"2BP_HY680_15_ZQV10","3PCB_HY680_15_ZQV10-15KW"
"2BP_HY680_18_DRV10","3PCB_HY680_7_22_DRV10-18.5KW"
"2BP_HY680_18_ZQV10","3PCB_HY680_22_ZQV10-18.5KW"
"2BP_HY680_22_DRV10","3PCB_HY680_7_22_DRV10-22KW"
"2BP_HY680_22_RLYV10","3PCB_HY680_7_22_RLYV10-22KW"
"2BP_HY680_22_ZQV10","3PCB_HY680_22_ZQV10-22KW"
"2BP_HY680_30_DRV10","HY680_30_37_DRV10"
"2BP_HY680_30_RLYV10","HY680_30_37_RLYV10"
"2BP_HY680_30_ZQV10","HY680_30_37_ZQV10_30KW"
"2BP_HY680_37_ZQV10","HY680_30_37_ZQV10_37KW"
"2BP_HY680_45_DRV10","45_55_DRV10_45KW"
"2BP_HY680_45_RLYV10","HY680_45_RLYV10"
"2BP_HY680_45_ZQV10","HY680_45_90_ZQV10_45KW"
"2BP_HY680_55_DRV10","45_55_DRV10_55KW"
"2BP_HY680_55_ZQV10","HY680_45_90_ZQV10_55KW"
"2BP_HY680_75_ZQV10","HY680_45_90_ZQV10_75KW"
"2BP_HY680_90_ZQV10","HY680_45_90_ZQV10_90KW"
"2BP_HY680_FLV10","HY680_37_90_FLV10"
"2BP_HY680_JPV10","HY680_JPV10"
"2BP_HY680_KEYV10","HY680_45_90_KEYV10"
"2BP_HY680_LEDV10","HY680_45_90_LEDV10"
"2BP_HY680_ZKV10","HY680_ZKV10"
"2BP_HY680L_37_ZQV10","HY680L_37_ZQV10"
"2BP_HYAMCM2_1","HYAMCm2-1"
"2BP_HYB","SYSTEM HYB NO LOGO"
"2BP_HYB5M3_EC","HYB5M3 + EtherCAT"
"2BP_HYB5TB","HYB5TB"
"2BP_HYB5TBM1","HYB5TBm1"
"2BP_HYB5TBM2_TEST","HYB5TBm2"
"2BP_HYBN","SYSTEM HYB NO LOGO"
"2BP_INT_LCV07","LCD NAYA COLOR 7.4""手調"
"2BP_INT_LCV07C","7""LCD適配卡"
"2BP_INT2_07ANC","LCD NAYA COLOR7.4""自"
"2BP_INT2_07BNC","LCD NAYA COLOR7.4""自"
"2BP_INT2_07BNC_HT","LCD NAYA COLOR7.4""自"
"2BP_INT2_08AMT_HT","M8C 驅動板"
"2BP_INT2_08BMT_HT","M8C驅動板NEW"
"2BP_INT2_10AST","I10驅動板"
"2BP_INT2_10BST","M10C驅動板NEW"
"2BP_INT2_10BST_HT","CNV12TFM8 HT USESHARP DG52"
"2BP_KEYCNT","270轉接板"
"2BP_KEYINT","KEYINT 轉換板"
"2BP_KJ50_CPU","主板"
"2BP_KJ50_CPU_FV","KJ50"
"2BP_KJ50_CPU_PFV","KJ CPU"
"2BP_KJ50_CPUE","KJ50M8"
"2BP_KJ50_CPUE_FV","KJ50M8"
"2BP_KJ50_CPUE_HH","KJ  CPUE  38V 改 24V"
"2BP_KJ50_CPUE_PFV","KJ50M8"
"2BP_KS_BH2428K","BH2428K 璧厚按鍵板"
"2BP_KS_BH2428S","BH2428K 璧厚按鍵板"
"2BP_KS_BH2428SP","BH2428SP 收卷、排渣控制器按鍵板"
"2BP_KS_BX2150","BX2150K KEYBOARD"
"2BP_KS_BX2150KM2","BX2150KM2"
"2BP_KS_BX2150L","BX2150LED"
"2BP_KS_GL2138K","按鍵板"
"2BP_KS_HD2647S","HD M6C 2647K KEY SW"
"2BP_KS_HT21471G","操作按鍵板"
"2BP_KS_HT260S","HT2647K PCB I5C"
"2BP_KS_HT260S8","HT2647K PCB F1~F10"
"2BP_KS_HT2647S8","HT2647K PCB F1~F10 端子"
"2BP_KS_HT3160K","HT3160KM1"
"2BP_KS_HT330S","HT3360KM1 3386 USE"
"2BP_KS_HT3360DS","HT33603D4-1"
"2BP_KS_HT3360S","HT3360KM3"
"2BP_KS_HT3563KM1","HT3563KM1"
"2BP_KS_HTA3563K","HTA3563K按鍵板"
"2BP_KS_HTP3360S","HTP3360S_KEY_SW_PCB"
"2BP_KS_LL2440","藍力新2440擠出機"
"2BP_KS_LU2647A","TM2647A"
"2BP_KS_LU2647K","LU2647K"
"2BP_KS_OJ3828K","OJ3828K"
"2BP_KS_SX3828K","順興按鍵板"
"2BP_KS_TKC40KF","按鍵板"
"2BP_KS_TKC40KM","按鍵板"
"2BP_KS_TM2138K","TM2138   KEY"
"2BP_KS_TM2138S","TM2138K"
"2BP_KS_TM21473DK","操作按鍵板"
"2BP_KS_TM21473DKF","操作按鍵板"
"2BP_KS_TM21473J","操作按鍵板"
"2BP_KS_TM21473JF","操作按鍵板"
"2BP_KS_TM2338KM1","TM2338KM1 KEY SW PCB"
"2BP_KS_TM240","按鍵板"
"2BP_KS_TM2440JM1","TM2440J?出机"
"2BP_KS_TM2440K","TM2440K KEY SW. PCB"
"2BP_KS_TM2440L","TM2440K KEY SW. PCB"
"2BP_KS_TM2440S","TM2440K KEY SW. PCB"
"2BP_KS_TM2440V","TM2440V KEY SW. PCB"
"2BP_KS_TM2440Z","TM2440Z 注吹機"
"2BP_KS_TM2647A","TM2647k KEY SW. PCB"
"2BP_KS_TM2647B","TM2647k KEY SW. PCB"
"2BP_KS_TM2647C","TM2647K KEY SW"
"2BP_KS_TM2647S","M8C TM2647K KEY SW"
"2BP_KS_TM2648A","TM2648A"
"2BP_KS_TM2648L","TM2648L"
"2BP_KS_TM2655S","M8C按鍵板"
"2BP_KS_TM310","F1-F10按鍵板"
"2BP_KS_TM310S","JH按鍵板"
"2BP_KS_TM3160KM1","TM3160KM1 KEY SW. PCB"
"2BP_KS_TM3255S","TM3255S"
"2BP_KS_TM3343K","TM3343K（輾環機用）"
"2BP_KS_TM3355","TM3355m3"
"2BP_KS_TM3355B","KS 3355B"
"2BP_KS_TM3355K_G","KS_TM3355K_G"
"2BP_KS_TM3355K_S","TM3355K_S"
"2BP_KS_TM3355OP","KS TM3355"
"2BP_KS_TM3355OP_G","雙工位"
"2BP_KS_TM3355OP_S",""
"2BP_KS_TM3355P","TM3355P"
"2BP_KS_TM3360KC","操作按鍵板"
"2BP_KS_TM3360KM1","3360km1"
"2BP_KS_TMA2648K","按鍵板"
"2BP_KS_TMA3359K","TMA3359K"
"2BP_KS_TMM42440K","TMM42440K"
"2BP_KS_TMM42647","TMM42647KB_1"
"2BP_KS_TMM42647M1","TMM42647M1"
"2BP_KS_TMM43355OPM1","TMM43355OPM1"
"2BP_KS_TMP2648K","TMP2648K"
"2BP_KS_TMP3347K","壁厚二合一按鍵板"
"2BP_KS_TMP3347KS","壁厚二合一按鍵板 全燈(單架機使用)"
"2BP_KS_TMP3359K","TMP3359K"
"2BP_KS_TMP3359K_1","TMP3359K（注吹機）"
"2BP_KS_WE2440","WE2440按鍵板"
"2BP_LCD85_AUO","AUO 8.5""適配卡"
"2BP_LCVLEB18_CHI","LCVLEB18M5 CHI&FL Q7"
"2BP_LCVLEB18_ON84","LCVLEB18M6 ON 8.4"""
"2BP_LCVLEB18_ON9","ON 9.0""驅動板"
"2BP_LCVLEB18A_CHI","LCVLEB18M6"
"2BP_LCVLEB18A_GD","7""FG0700用界面卡"
"2BP_LCVLEB18B_CHI","LCVLEB18M5 CHI&FL Q7"
"2BP_LCVLEB18B_CHI_R","I/O用界面卡"
"2BP_LVD18M1_CHI","12"" 奇美 用適配卡"
"2BP_LVD18M2_C12","CHI 12.1"" 介面卡"
"2BP_LVD18M3_C12","CHI 12.1"" 介面卡"
"2BP_M3CNCM1","DGM3CNCm1"
"2BP_M3KEY_HTP12","M3KEYM3 HT塑?12寸"
"2BP_M3KEY_Q12","M3KEYM1 USE Q12"
"2BP_M3KEY_Q9","M3KEYM1 USE Q9"
"2BP_M4KEY_HTP12","M4KEYM1 USE HT12""塑殼"
"2BP_M4KEY_Q12","M4KEYM1 USE Q12"
"2BP_M4KEY_Q9","M4KEYM1 USE Q9"
"2BP_MCB82_01","M2C_2132"
"2BP_MG_TO_HY","MG-TO-HY"
"2BP_MG_TO_HY_B","18.5KW/22KW/30KW"
"2BP_MMC","MMC"
"2BP_MMCD","MMCD"
"2BP_MMI_2386A","MMI2386M3 FLOOPY&TFT"
"2BP_MMI_2386M","MMI2386 FLOOPY"
"2BP_MMI_255A","MMI255M5"
"2BP_MMI_270A_N","MMI270M8+第2組NET"
"2BP_MMI_270B","MMI270M82"
"2BP_MMI_270B_1","MMI270M82"
"2BP_MMI_270B_N","MMI270M82+第二組NET"
"2BP_MMI_270B_NT","MMI270M82_2  (2組232、2組NET)"
"2BP_MMI_3386","MMI3386"
"2BP_MMI_3386I","3386帶網路卡"
"2BP_MMI_K32","人機界面"
"2BP_MMI_K32_L","MMI K32 LED"
"2BP_MMI_K32B","MMI板"
"2BP_MMI_K32B_L","MMI K32 LED NO RTC"
"2BP_MMI_K7_L","MMI BWS7M1 LED"
"2BP_MMI_K7_NL","MMIBWS7M1 LED+INET"
"2BP_MMI_K7A","MMIBWS7M2"
"2BP_MMI_K7A_L","MMIBWS7M2"
"2BP_MMI_K7AB_L","MMIBWS7M2"
"2BP_MMI_K7B_L","MMI BWS7M1 LED"
"2BP_MMI_KJ32","人機界面"
"2BP_MMI_KJ32_L","MMI KJ32 LED"
"2BP_MMI_S7C","人機界面"
"2BP_MMI_S7CH","人機界面"
"2BP_MMI_S7CH_L","MMI S7CH LED"
"2BP_MMI_S7CH_N","MMIS7M2+INET HITACHI用"
"2BP_MMI_S7FH_L","MMIS7M7 HI用 LED BAR"
"2BP_MMI_S7FH_NL","MMIS7M7 +iNet HI用 LED BAR"
"2BP_MMIIOTEST","MMI IO TEST"
"2BP_N2N","N2N"
"2BP_NETUSB","NETUSB"
"2BP_PCB17_01","IO2C_1131"
"2BP_PCB21_01","IO2C_1111"
"2BP_PCB23_01","IO2C_1112"
"2BP_PILOT1","PILOT1"
"2BP_PILOT1H_N","PILOT1M3 HI.SP.TP"
"2BP_PILOT2H_N","PILOT2M3 HI.SP.TP+NET"
"2BP_PILOT3","PILOT3"
"2BP_PILOT3A_N","PILOT3A+INET"
"2BP_PILOT3A_N(T1)","PILOT3A"
"2BP_PILOT3A_N_X3","P3 ,F3 正負10V +NET"
"2BP_PILOT3A_N_X5","P4 ,F4 正負10V++NET"
"2BP_PILOT3A_N_X6","PILOT3A_N_X6"
"2BP_PILOT3H_N","PILOT3M3 HI.SP.TP+NET"
"2BP_PILOT3H_N_V1","PILOT3H_N_V1"
"2BP_PILOT3H_N_V2","PILOT3H_N_V2"
"2BP_PILOT3H_N_X5","PILOT3高速溫度板+Inet(P4V F4V±10V)"
"2BP_PILOT3M6_N","PILOT3M6+INET"
"2BP_PMOOGA","PMOOGA"
"2BP_PMOOGB","PMOOGB"
"2BP_PWRMT","PWRMT"
"2BP_PWRMTB","PWRMT"
"2BP_PWRMTBM1","PWRMTBM1"
"2BP_RFID_RS232","RFID-RS232"
"2BP_RGM50_1","RGM50_1 端子插件背面"
"2BP_RGM50_1_V2","RGM50_1_V2 端子插PCB板背面"
"2BP_RGM50_V2","RGM50_V2"
"2BP_RGM5530B","RGM5530B"
"2BP_RGM5530M1","RGM5530M1"
"2BP_RGM5530M1_V4","RGM5530M1DA7、DA8? ±10V"
"2BP_RGM5530M1_V8","RGM5530M1"
"2BP_RGM5530M2","RGM5530M2"
"2BP_RGM5530TB","RGM5530TB"
"2BP_RGM5530TBM1_TEST","RGM5530TBM1"
"2BP_RGM5580_V6","RGM5580 V 6 ：DA11、DA12為 ±10V，其餘為 0 ~ 10V"
"2BP_RLYROBTA","8P OUTPUT+6P INPUT"
"2BP_RMTP12B_O","RMTP12B + OUTPUT"
"2BP_RMTP12M3_O","RMTP12M3+OUTPUT"
"2BP_RMTP12TB","RMTP12TB"
"2BP_RMTP12TBM1","RMTP12TBm1單板"
"2BP_RMTP12TBM2_TEST","RMTP12TBM2"
"2BP_RMTP16B_O","RMTP16B+OUTPUT"
"2BP_S2C_4111","S2C_4111"
"2BP_S600_AD05FM1","6KADFM1"
"2BP_S600_BP4P","6K BP4P"
"2BP_S600_BP5P","6K BP5P"
"2BP_S600_BP6P","6000 BP6P"
"2BP_S600_BP7P","6000  BP7P"
"2BP_S600_CPUCP","主板"
"2BP_S600_PWM0_N6","6K TEMP PWM0 P1,F電壓源"
"2BP_S600_PWM09","6K TEMP PWM"
"2BP_S700_AD8B","7KADM3"
"2BP_S700_BP8P","7000 BP8P"
"2BP_S700_BP9P","7000 BP9P"
"2BP_S700_CPUA","PLC02M2"
"2BP_S700_CPUB_N1","S700_CPUB_N1"
"2BP_S700_CPUC_N1","S700_CPUM7_N1"
"2BP_S700_DT9A_T1","7K TMP"
"2BP_S700_FRAD8","7KFRADM1"
"2BP_S700_IO3232","7KIO3232"
"2BP_S700_IO3232M1","7KIO3232"
"2BP_S700_IO3232M1A","7000 IO3232M1A"
"2BP_S700_IO3248","7KIO3248"
"2BP_S700_IO3248M1A","7KIO3248M1A"
"2BP_S700_IO4848","IO4848"
"2BP_S700_IO4848A","7KIO4848A"
"2BP_S700_TP10_S1","7KTPM5 電流源"
"2BP_S700_TP10A_S1","7KTPM5_2 F1、P1、P2"
"2BP_S700_TP10A_S6","7KTPM5_2 P1,F1(V) P2(A)"
"2BP_S700_TP10A_SB","7KTPM5_2"
"2BP_S700_V8A_V1","S700_V8 第4組±10V"
"2BP_S700_V8A_V2","V8第3，4組+/-10V"
"2BP_S700_V8A_V5","V8 全部電壓源"
"2BP_SC_PRD1118","SC_PRD1118板"
"2BP_SC_PRD181106","SC_PRD181106板"
"2BP_SMC2812NC_M1","SMC2812NCM1_1"
"2BP_SMC55M28M3","SMC55M28M3"
"2BP_SMC55M28M3_1","SMC55M28M3 HT USE NET*3"
"2BP_SMC55M28M3_TM","SMC55M28M3 HT USE"
"2BP_SMC55M28M3_Z1","SMC55M28M3 DA1通道改為正負10V"
"2BP_SMCCAN06","SMCCANM1 無撥碼開關"
"2BP_SMCCN01","SMCCN01"
"2BP_SPVA","SPVM1"
"2BP_SS_BB1A_02","底板PCB"
"2BP_SS_BB2A_02","底板PCB"
"2BP_SS_TB1_02","觸摸面板PCB（單路）"
"2BP_SS_TB2_02","觸摸面板PCB（雙路）"
"2BP_SWBI1_01","底板PCB（感性??控制）"
"2BP_SWBI2_01","底板PCB（感性??控制）"
"2BP_SWBI4_01","SWBI4_01"
"2BP_SWBO4_01","SWBO4_01"
"2BP_SWT11_01","SWT11_01"
"2BP_SWT12_01","SWT12_01"
"2BP_TECH1H","TECH1 HI.SP.TP"
"2BP_TECH1H_AN",""
"2BP_TECH1H_N","TECH1 HI.SP.TP+NET"
"2BP_TECH1M7_N","TECH1M7+NET"
"2BP_TECH2H_AN","TECH2H_AN"
"2BP_TECH2H_AN(T1)","TECH2H_AN T1"
"2BP_TECH2H_AN_V2","TECH2_INET(P3V F3V/P4V F4V)"
"2BP_TECH2H_AN_X1","TECH2 P2,F2 +_10V"
"2BP_TECH2H_AN_X5","TECH2_INET  P4.F4 +-10V"
"2BP_TECH2H_N","TECH2_INET"
"2BP_TECH2H_N_X5","TECH2_INET  P4.F4 +-10V"
"2BP_TECH2M5_1N","TECH2m5_1N單板"
"2BP_TECH2M5_N","停用 18/8/16 編號與台灣沖突，BOM錯 TECH2M5_1 +NET"
"2BP_TECHHYBH","TECHHYB HI.SP.TP"
"2BP_TECHHYBH_AN",""
"2BP_TECHHYBH_N","TECHHYB HI.SP.TP+NET"
"2BP_TECHHYBM7_N","TECHHYBM7_N"
"2BP_TMAMCM8_P80","TMAMCM8 PI0"
"2BP_TMAMCVN_I300","TMAMCVN IPM 55KW"
